metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,confidence_threshold,iou_threshold
0.984592514633361,0.970723306544202,0.9890148380143913,0.8814060289478108,0.8814060289478108,0.05,0.4
0.984592514633361,0.970723306544202,0.9890096158459807,0.8814055067309698,0.8814055067309698,0.05,0.45
0.984592514633361,0.970723306544202,0.9889848415887883,0.881344547081253,0.881344547081253,0.05,0.5
0.984592514633361,0.970723306544202,0.9889578226019697,0.8814944138251437,0.8814944138251437,0.05,0.55
0.984592514633361,0.970723306544202,0.988260600630366,0.8812854909668566,0.8812854909668566,0.1,0.4
0.984592514633361,0.970723306544202,0.988260600630366,0.8812854909668566,0.8812854909668566,0.1,0.45
0.984592514633361,0.970723306544202,0.988260600630366,0.8812854909668566,0.8812854909668566,0.1,0.5
0.984592514633361,0.970723306544202,0.988252744573605,0.8812721155056484,0.8812721155056484,0.1,0.55
0.984592514633361,0.970723306544202,0.9858523818256644,0.880660003783483,0.880660003783483,0.15,0.4
0.984592514633361,0.970723306544202,0.9858523818256644,0.880660003783483,0.880660003783483,0.15,0.45
0.984592514633361,0.970723306544202,0.9858523818256644,0.880660003783483,0.880660003783483,0.15,0.5
0.984592514633361,0.970723306544202,0.9858523818256644,0.880660003783483,0.880660003783483,0.15,0.55
0.984592514633361,0.970723306544202,0.9856672217287141,0.8807768400847797,0.8807768400847797,0.2,0.4
0.984592514633361,0.970723306544202,0.9856672217287141,0.8807768400847797,0.8807768400847797,0.2,0.45
0.984592514633361,0.970723306544202,0.9856672217287141,0.8807768400847797,0.8807768400847797,0.2,0.5
0.984592514633361,0.970723306544202,0.9856672217287141,0.8807768400847797,0.8807768400847797,0.2,0.55
0.9848495547706421,0.9702188551772085,0.9847635786609007,0.8803442368160697,0.8803442368160697,0.25,0.4
0.9848495547706421,0.9702188551772085,0.9847635786609007,0.8803442368160697,0.8803442368160697,0.25,0.45
0.9848495547706421,0.9702188551772085,0.9847635786609007,0.8803442368160697,0.8803442368160697,0.25,0.5
0.9848495547706421,0.9702188551772085,0.9847635786609007,0.8803442368160697,0.8803442368160697,0.25,0.55
