metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,confidence_threshold,iou_threshold
0.9883152962765209,0.9710904690776692,0.9896324265263808,0.8779192632238688,0.8779192632238688,0.04,0.45
0.9883152962765209,0.9710904690776692,0.9896209079254663,0.8778807879969083,0.8778807879969083,0.04,0.5
0.9883152962765209,0.9710904690776692,0.9896123014346058,0.8780225127530425,0.8780225127530425,0.04,0.55
0.9883152962765209,0.9710904690776692,0.9896008691382298,0.8780085873765888,0.8780085873765888,0.04,0.6
0.9883152962765209,0.9710904690776692,0.9893630598879788,0.8779646853797762,0.8779646853797762,0.05,0.45
0.9883152962765209,0.9710904690776692,0.9893575066316612,0.8779451041541293,0.8779451041541293,0.05,0.5
0.9883152962765209,0.9710904690776692,0.9893491994444178,0.8780817512091051,0.8780817512091051,0.05,0.55
0.9883152962765209,0.9710904690776692,0.9893436763934179,0.8780860365936245,0.8780860365936245,0.05,0.6
0.9883152962765209,0.9710904690776692,0.9894079267703327,0.8781228895931618,0.8781228895931618,0.06,0.45
0.9883152962765209,0.9710904690776692,0.9894022751737808,0.8781029616119879,0.8781029616119879,0.06,0.5
0.9883152962765209,0.9710904690776692,0.9893994540411045,0.8782605967971044,0.8782605967971044,0.06,0.55
0.9883152962765209,0.9710904690776692,0.9893966360119846,0.8782747589941868,0.8782747589941868,0.06,0.6
0.9883152962765209,0.9710904690776692,0.9892993553220559,0.8782406866409552,0.8782406866409552,0.08,0.45
0.9883152962765209,0.9710904690776692,0.9892965600642812,0.8782305517472692,0.8782305517472692,0.08,0.5
0.9883152962765209,0.9710904690776692,0.9892965600642812,0.8782305517472692,0.8782305517472692,0.08,0.55
0.9883152962765209,0.9710904690776692,0.9892937679158035,0.8782438473337653,0.8782438473337653,0.08,0.6
0.9883152962765209,0.9710904690776692,0.9893303098657145,0.878352919942631,0.878352919942631,0.1,0.45
0.9883152962765209,0.9710904690776692,0.9893303098657145,0.878352919942631,0.878352919942631,0.1,0.5
0.9883152962765209,0.9710904690776692,0.9893303098657145,0.878352919942631,0.878352919942631,0.1,0.55
0.9883152962765209,0.9710904690776692,0.9893274800601352,0.8783662363459482,0.8783662363459482,0.1,0.6
