metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,confidence_threshold,iou_threshold
0.9871218467092571,0.9680365080005622,0.9932638042091967,0.8973344661863818,0.8973344661863818,0.05,0.45
0.9871218467092571,0.9680365080005622,0.9932354503809492,0.8976950094082341,0.8976950094082341,0.05,0.5
0.9871218467092571,0.9680365080005622,0.9932119599279406,0.8976529715799508,0.8976529715799508,0.05,0.55
0.9871218467092571,0.9680365080005622,0.9931792816567756,0.8977237542563004,0.8977237542563004,0.05,0.6
0.9871218467092571,0.9680365080005622,0.9931459462760801,0.8979024400975479,0.8979024400975479,0.05,0.65
0.9871218467092571,0.9680365080005622,0.9928724082453007,0.8972576972066928,0.8972576972066928,0.06,0.45
0.9871218467092571,0.9680365080005622,0.9928541434658597,0.8976296995058636,0.8976296995058636,0.06,0.5
0.9871218467092571,0.9680365080005622,0.9928359569920112,0.897595632746134,0.897595632746134,0.06,0.55
0.9871218467092571,0.9680365080005622,0.9928133332518282,0.8976742530706749,0.8976742530706749,0.06,0.6
0.9871218467092571,0.9680365080005622,0.9927808267840452,0.8978379172114215,0.8978379172114215,0.06,0.65
0.9871218467092571,0.9680365080005622,0.992923044305467,0.8973528842762146,0.8973528842762146,0.07,0.45
0.9871218467092571,0.9680365080005622,0.9929045615590815,0.8977212680369892,0.8977212680369892,0.07,0.5
0.9871218467092571,0.9680365080005622,0.9928907518371664,0.8976951502638245,0.8976951502638245,0.07,0.55
0.9871218467092571,0.9680365080005622,0.9928632660358062,0.8977656821606507,0.8977656821606507,0.07,0.6
0.9871218467092571,0.9680365080005622,0.9928349792158917,0.8979383538817057,0.8979383538817057,0.07,0.65
0.9871218467092571,0.9680365080005622,0.9929883691676923,0.8974756837630169,0.8974756837630169,0.08,0.45
0.9871218467092571,0.9680365080005622,0.9929789760170088,0.8978564183802789,0.8978564183802789,0.08,0.5
0.9871218467092571,0.9680365080005622,0.9929742871158097,0.8978468656952057,0.8978468656952057,0.08,0.55
0.9871218467092571,0.9680365080005622,0.9929509190177644,0.8979261785667321,0.8979261785667321,0.08,0.6
0.9871218467092571,0.9680365080005622,0.9929036576716863,0.8980657320101681,0.8980657320101681,0.08,0.65
0.9871218467092571,0.9680365080005622,0.993016672010885,0.8975288882321995,0.8975288882321995,0.09,0.45
0.9871218467092571,0.9680365080005622,0.993016672010885,0.897725519884179,0.897725519884179,0.09,0.5
0.9871218467092571,0.9680365080005622,0.9930119419678897,0.8977160015378587,0.8977160015378587,0.09,0.55
0.9871218467092571,0.9680365080005622,0.9929930734339326,0.8977316307711541,0.8977316307711541,0.09,0.6
0.9871218467092571,0.9680365080005622,0.9929407435406858,0.8980674158926053,0.8980674158926053,0.09,0.65
0.9871218467092571,0.9680365080005622,0.9926156839268159,0.8973765537325992,0.8973765537325992,0.1,0.45
0.9871218467092571,0.9680365080005622,0.9926111534155458,0.8975773801668959,0.8975773801668959,0.1,0.5
0.9871218467092571,0.9680365080005622,0.9926066278801259,0.8975679094407555,0.8975679094407555,0.1,0.55
0.9871218467092571,0.9680365080005622,0.992593081047125,0.8975891234599747,0.8975891234599747,0.1,0.6
0.9871218467092571,0.9680365080005622,0.9925516559852148,0.8979149067747322,0.8979149067747322,0.1,0.65
0.9871218467092571,0.9680365080005622,0.9907574867488792,0.897134583820332,0.897134583820332,0.12,0.45
0.9871218467092571,0.9680365080005622,0.9907539402006652,0.8971252578545176,0.8971252578545176,0.12,0.5
0.9871218467092571,0.9680365080005622,0.9907503975886869,0.8971159422393862,0.8971159422393862,0.12,0.55
0.9871218467092571,0.9680365080005622,0.9907468589063945,0.8971044885252064,0.8971044885252064,0.12,0.6
0.9871218467092571,0.9680365080005622,0.9909746120251675,0.8974569188601891,0.8974569188601891,0.12,0.65
