metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,confidence_threshold,iou_threshold
0.9878967254828417,0.9712973593570609,0.9899515002045687,0.9049379473894785,0.9049379473894785,0.04,0.45
0.9878967254828417,0.9712973593570609,0.9899303469066585,0.905146502312153,0.905146502312153,0.04,0.5
0.9878967254828417,0.9712973593570609,0.9898974220882,0.9054536678735051,0.9054536678735051,0.04,0.55
0.9878967254828417,0.9712973593570609,0.9897923446848678,0.9052624542398864,0.9052624542398864,0.04,0.6
0.9878967254828417,0.9712973593570609,0.9900659871272071,0.9053773025419234,0.9053773025419234,0.06,0.45
0.9878967254828417,0.9712973593570609,0.9900439752490904,0.9053383818416536,0.9053383818416536,0.06,0.5
0.9878967254828417,0.9712973593570609,0.9900221297674607,0.9057485775173578,0.9057485775173578,0.06,0.55
0.9878967254828417,0.9712973593570609,0.9899325978088501,0.905636443780201,0.905636443780201,0.06,0.6
0.9878967254828417,0.9712973593570609,0.9895762828278172,0.9051353264421305,0.9051353264421305,0.08,0.45
0.9878967254828417,0.9712973593570609,0.9899242485490385,0.9054867288028137,0.9054867288028137,0.08,0.5
0.9878967254828417,0.9712973593570609,0.9899180288088378,0.9058091457033575,0.9058091457033575,0.08,0.55
0.9878967254828417,0.9712973593570609,0.9898346595111518,0.905868105205675,0.905868105205675,0.08,0.6
0.9878967254828417,0.9712973593570609,0.9896176903835292,0.9053147868043212,0.9053147868043212,0.1,0.45
0.9878967254828417,0.9712973593570609,0.9896087630815551,0.9052750955235027,0.9052750955235027,0.1,0.5
0.9878967254828417,0.9712973593570609,0.9896087630815551,0.9052750955235027,0.9052750955235027,0.1,0.55
0.9878967254828417,0.9712973593570609,0.9895330110041904,0.9054631059360883,0.9054631059360883,0.1,0.6
0.9878967254828417,0.9712973593570609,0.989326826203762,0.9052179199077711,0.9052179199077711,0.12,0.45
0.9878967254828417,0.9712973593570609,0.989323986864874,0.9052044674711579,0.9052044674711579,0.12,0.5
0.9878967254828417,0.9712973593570609,0.989323986864874,0.9052044674711579,0.9052044674711579,0.12,0.55
0.9878967254828417,0.9712973593570609,0.9892581144744204,0.9053409562084205,0.9053409562084205,0.12,0.6
