pole_id,lat,lon,state,status,inspection_date,source,pole_type,voltage,operator,material,height,geometry,distance_m,matched,nearest_detection_id,nearest_detection_conf
OSM-11424346931,40.2360761,-76.8527859,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8527859 40.2360761),1750.8825408514297,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346932,40.2366002,-76.8535345,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8535345 40.2366002),1813.4726715328406,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346933,40.2371265,-76.8542866,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8542866 40.2371265),1878.2197748309457,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346934,40.237658,-76.8550374,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8550374 40.237658),1945.228881659754,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346935,40.2381901,-76.8557925,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8557925 40.2381901),2013.8946306205926,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346936,40.2387145,-76.8565509,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8565509 40.2387145),2083.172779349116,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346937,40.2392439,-76.8573059,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8573059 40.2392439),2154.2073401176044,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346938,40.239772,-76.8580595,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8580595 40.239772),2226.212464974827,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346939,40.2402989,-76.8588056,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8588056 40.2402989),2298.9493033414615,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346940,40.2407969,-76.8595447,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8595447 40.2407969),2369.3516527812726,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
