pole_id,lat,lon,nearest_lat,nearest_lon,delta_lat,delta_lon
AI_DET_pa_m_4007650_se_18_060_20220704_49,40.17424493699718,-76.78605454071351,40.1862759,-76.8159494,-0.012030963002821693,0.029894859286486053
AI_DET_pa_m_4007650_se_18_060_20220704_50,40.160966040962045,-76.77423733310722,40.1994307,-76.7692743,-0.03846465903795604,-0.0049630331072165745
AI_DET_pa_m_4007650_se_18_060_20220704_51,40.16096420629973,-76.77435799293251,40.1994307,-76.7692743,-0.038466493700269666,-0.005083692932501549
AI_DET_pa_m_4007650_se_18_060_20220704_52,40.16029542190462,-76.7629077646552,40.1994307,-76.7692743,-0.03913527809537953,0.006366535344810131
AI_DET_pa_m_4007650_se_18_060_20220704_53,40.16036780273298,-76.76288724151314,40.1994307,-76.7692743,-0.039062897267022834,0.006387058486865271
AI_DET_pa_m_4007650_se_18_060_20220704_54,40.15257331566926,-76.7627100470571,40.1994307,-76.7692743,-0.04685738433074249,0.006564252942908411
AI_DET_pa_m_4007650_se_18_060_20220704_55,40.15252903654022,-76.76265938721724,40.1994307,-76.7692743,-0.046901663459777865,0.006614912782765714
AI_DET_pa_m_4007650_se_18_060_20220704_56,40.14098326134838,-76.78641814068155,40.1862759,-76.8159494,-0.04529263865161681,0.029531259318446246
AI_DET_pa_m_4007650_se_18_060_20220704_57,40.13362476658093,-76.77715776715706,40.1862759,-76.8159494,-0.052651133419068685,0.03879163284292986
AI_DET_pa_m_4007650_se_18_060_20220704_58,40.13356661710824,-76.7771309591938,40.1862759,-76.8159494,-0.05270928289176169,0.03881844080619601
AI_DET_pa_m_4007650_se_18_060_20220704_59,40.13350390913952,-76.7771077009174,40.1862759,-76.8159494,-0.05277199086047801,0.03884169908259594
AI_DET_pa_m_4007650_se_18_060_20220704_60,40.13345993191744,-76.77703761683831,40.1862759,-76.8159494,-0.05281596808255529,0.03891178316168009
AI_DET_pa_m_4007651_nw_18_060_20220704_61,40.252024701673164,-76.74962309930775,40.2401727,-76.7688357,0.011852001673162249,0.019212600692242177
AI_DET_pa_m_4007651_nw_18_060_20220704_62,40.25200775975929,-76.74955139411499,40.2401727,-76.7688357,0.011835059759285116,0.019284305885008735
AI_DET_pa_m_4007651_nw_18_060_20220704_63,40.25293888782807,-76.74572825194822,40.2401727,-76.7688357,0.012766187828070485,0.02310744805177478
AI_DET_pa_m_4007651_nw_18_060_20220704_64,40.25279756208409,-76.74554022105941,40.2401727,-76.7688357,0.012624862084088306,0.02329547894058237
AI_DET_pa_m_4007651_nw_18_060_20220704_65,40.25271832792633,-76.74541696386427,40.2401727,-76.7688357,0.012545627926328962,0.023418736135724316
AI_DET_pa_m_4007651_nw_18_060_20220704_66,40.23777612155524,-76.76614579632536,40.2384571,-76.7700979,-0.0006809784447554534,0.003952103674635055
AI_DET_pa_m_4007651_nw_18_060_20220704_67,40.23695119179966,-76.75514588391123,40.2401727,-76.7688357,-0.003221508200340395,0.013689816088771067
AI_DET_pa_m_4007651_nw_18_060_20220704_68,40.236897392164856,-76.75512907931179,40.2401727,-76.7688357,-0.0032753078351461795,0.013706620688211046
AI_DET_pa_m_4007651_nw_18_060_20220704_69,40.22747802433177,-76.70042704060887,40.2401727,-76.7688357,-0.012694675668235789,0.06840865939112462
AI_DET_pa_m_4007651_sw_18_060_20220704_70,40.19486558881846,-76.74891978993934,40.1994307,-76.7692743,-0.004565111181541681,0.02035451006067035
AI_DET_pa_m_4007651_sw_18_060_20220704_71,40.19494099596616,-76.74899769607826,40.1994307,-76.7692743,-0.0044897040338440775,0.020276603921743686
AI_DET_pa_m_4007651_sw_18_060_20220704_72,40.17745542369277,-76.76481687696943,40.1994307,-76.7692743,-0.02197527630723073,0.004457423030572727
AI_DET_pa_m_4007651_sw_18_060_20220704_73,40.17659871329524,-76.71625156622109,40.1994307,-76.7692743,-0.022831986704758833,0.053022733778917086
AI_DET_pa_m_4007651_sw_18_060_20220704_74,40.17622344170932,-76.70497567432396,40.1994307,-76.7692743,-0.023207258290682375,0.06429862567604516
AI_DET_pa_m_4007651_sw_18_060_20220704_75,40.1725896126105,-76.75772374482504,40.1994307,-76.7692743,-0.026841087389499307,0.011550555174963506
AI_DET_pa_m_4007651_sw_18_060_20220704_76,40.1655751853606,-76.72762804780358,40.1994307,-76.7692743,-0.03385551463939862,0.041646252196429145
AI_DET_pa_m_4007651_sw_18_060_20220704_77,40.16564266159843,-76.72763414740244,40.1994307,-76.7692743,-0.03378803840156763,0.041640152597565816
AI_DET_pa_m_4007651_sw_18_060_20220704_78,40.166201196479385,-76.72275933533273,40.1994307,-76.7692743,-0.03322950352061582,0.04651496466728133
AI_DET_pa_m_4007651_sw_18_060_20220704_79,40.16190025107635,-76.73668718369895,40.1994307,-76.7692743,-0.03753044892365409,0.03258711630105893
AI_DET_pa_m_4007651_sw_18_060_20220704_80,40.16368001349511,-76.71839303479268,40.1994307,-76.7692743,-0.03575068650489044,0.05088126520732317
AI_DET_pa_m_4007651_sw_18_060_20220704_81,40.16032697267658,-76.71942857550556,40.1994307,-76.7692743,-0.03910372732342182,0.04984572449444613
