epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,14926.7,1.02326,1.14772,0.871,0.77658,0.87636,0.84297,0.71023,0.78913,5.19349,0.63941,3.23552e-05,3.23552e-05,3.23552e-05
181,15009.1,0.99963,1.13907,0.86886,0.77267,0.86998,0.84263,0.71274,0.78189,4.92664,0.6399,3.10028e-05,3.10028e-05,3.10028e-05
182,15091.7,1.00472,1.14255,0.86533,0.77017,0.87852,0.84471,0.71354,0.79314,4.86962,0.64002,2.96802e-05,2.96802e-05,2.96802e-05
183,15174.8,1.01927,1.14116,0.8698,0.7803,0.86288,0.84544,0.7286,0.75095,4.71253,0.63986,2.83875e-05,2.83875e-05,2.83875e-05
184,15257.8,1.01477,1.13115,0.87111,0.78316,0.86964,0.84558,0.73208,0.73462,4.75496,0.63978,2.71251e-05,2.71251e-05,2.71251e-05
185,15340.4,1.00407,1.13427,0.86296,0.7836,0.87189,0.84414,0.73018,0.72848,4.96816,0.63857,2.58932e-05,2.58932e-05,2.58932e-05
186,15422.3,1.00735,1.12359,0.86915,0.77802,0.87419,0.84323,0.73705,0.6964,4.99998,0.64063,2.46921e-05,2.46921e-05,2.46921e-05
187,15505,0.99824,1.09578,0.86748,0.77405,0.87202,0.8424,0.74114,0.67477,4.82024,0.64103,2.3522e-05,2.3522e-05,2.3522e-05
188,15588.1,0.99782,1.11516,0.86193,0.77651,0.86768,0.84132,0.74002,0.66828,4.73973,0.64085,2.23831e-05,2.23831e-05,2.23831e-05
189,15670.6,1.00108,1.13423,0.86855,0.7742,0.86277,0.83979,0.73865,0.664,4.49138,0.6421,2.12757e-05,2.12757e-05,2.12757e-05
190,15753.6,1.01217,1.14124,0.86703,0.77112,0.8697,0.83997,0.74254,0.64441,4.58275,0.64215,2.02e-05,2.02e-05,2.02e-05
191,15836.7,0.98365,1.10991,0.85981,0.76,0.88286,0.84052,0.74799,0.6243,4.75004,0.64171,1.91563e-05,1.91563e-05,1.91563e-05
192,15919.5,1.00383,1.10776,0.86168,0.75911,0.875,0.84066,0.74233,0.64497,4.90163,0.6417,1.81446e-05,1.81446e-05,1.81446e-05
193,16002.1,0.99495,1.10008,0.86222,0.77114,0.87419,0.84201,0.74148,0.66407,5.02375,0.64145,1.71653e-05,1.71653e-05,1.71653e-05
194,16085.2,0.98643,1.1171,0.86111,0.76073,0.87589,0.84221,0.74153,0.65497,4.83083,0.64019,1.62186e-05,1.62186e-05,1.62186e-05
195,16169,0.96949,1.12085,0.86122,0.76341,0.87491,0.84258,0.7449,0.6422,4.71488,0.63899,1.53046e-05,1.53046e-05,1.53046e-05
196,16251.8,0.99318,1.11581,0.86237,0.76225,0.87202,0.84174,0.74915,0.62473,4.5235,0.63846,1.44235e-05,1.44235e-05,1.44235e-05
197,16334.4,0.97412,1.10886,0.86188,0.76348,0.86768,0.84094,0.75186,0.61465,4.23761,0.63871,1.35755e-05,1.35755e-05,1.35755e-05
198,16417.3,0.94859,1.06936,0.85503,0.76541,0.87056,0.84174,0.75218,0.61834,4.20785,0.63874,1.27607e-05,1.27607e-05,1.27607e-05
199,16499.5,1.00573,1.12085,0.87065,0.76706,0.86433,0.84178,0.75419,0.61379,4.20286,0.63917,1.19795e-05,1.19795e-05,1.19795e-05
200,16582.1,0.97421,1.06732,0.86262,0.76882,0.86117,0.84192,0.75242,0.6222,4.11076,0.63939,1.12318e-05,1.12318e-05,1.12318e-05
201,16664.3,1.00081,1.11245,0.86604,0.77148,0.85033,0.8423,0.74837,0.63505,4.00148,0.63967,1.05178e-05,1.05178e-05,1.05178e-05
202,16748.1,0.98115,1.0967,0.86671,0.77078,0.84816,0.84251,0.74641,0.63914,4.01446,0.63937,9.83781e-06,9.83781e-06,9.83781e-06
203,16831.5,0.97549,1.08523,0.86503,0.76819,0.84821,0.84241,0.74578,0.63965,4.02826,0.6389,9.19181e-06,9.19181e-06,9.19181e-06
204,16913.6,0.956,1.09791,0.86078,0.76696,0.84956,0.8412,0.74374,0.64028,3.90982,0.63969,8.57998e-06,8.57998e-06,8.57998e-06
205,16995.5,0.99282,1.11167,0.86763,0.76408,0.8501,0.84076,0.74322,0.64389,3.89355,0.63933,8.00244e-06,8.00244e-06,8.00244e-06
206,17077,0.94499,1.05664,0.85714,0.76437,0.85143,0.84074,0.74447,0.64002,3.93961,0.6389,7.45931e-06,7.45931e-06,7.45931e-06
207,17160.7,0.97634,1.11228,0.86207,0.75833,0.85083,0.84024,0.74453,0.63349,3.90743,0.63875,6.9507e-06,6.9507e-06,6.9507e-06
208,17245.1,0.9772,1.09087,0.86313,0.75744,0.85348,0.84069,0.74634,0.62993,3.90724,0.63879,6.47671e-06,6.47671e-06,6.47671e-06
209,17329.1,0.96885,1.0956,0.86432,0.76046,0.84816,0.84003,0.74584,0.63242,3.82846,0.6392,6.03745e-06,6.03745e-06,6.03745e-06
210,17411.9,0.98439,1.09307,0.86328,0.75885,0.84642,0.83941,0.74673,0.6275,3.79623,0.6389,5.63299e-06,5.63299e-06,5.63299e-06
211,17494.1,0.95471,1.06165,0.85705,0.76427,0.84395,0.83889,0.74795,0.62144,3.73836,0.63866,5.26344e-06,5.26344e-06,5.26344e-06
