epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,242.964,2.65309,4.39949,1.71734,2e-05,0.00675,1e-05,0,2.75193,83.2813,2.5944,0.000664953,0.000664953,0.000664953
